gene_id,gene_name,gene_type,replicated_overall_rank,overall_rank,average_rank,n_withinTop100,Br6522_LC_1_round1_single,Br6522_LC_2_round1_single,Br8153_LC_round2_left,Br8153_LC_round2_right,Br2701_LC_round2_top,Br2701_LC_round2_bottom,Br6522_LC_round3_leftbottom,Br6522_LC_round3_right,Br8079_LC_round3_left,Br8079_LC_round3_right,Br2701_LC_round3_left,Br2701_LC_round3_right,Br8153_LC_round3_left
ENSG00000151229,SLC2A13,protein_coding,NA,1075,893,0,680,NA,NA,NA,NA,NA,1626,373,NA,NA,NA,NA,NA
ENSG00000117519,CNN3,protein_coding,NA,1076,893.4285714,0,457,202,NA,NA,NA,NA,1017,2809,393,608,NA,NA,768
ENSG00000106992,AK1,protein_coding,NA,1077,893.8,2,2230,NA,NA,NA,NA,NA,1088,1100,22,29,NA,NA,NA
ENSG00000145495,6-Mar,protein_coding,NA,1078,893.875,0,1130,516,NA,NA,NA,NA,2086,782,870,NA,463,584,720
ENSG00000132475,H3F3B,protein_coding,NA,1079,894.125,1,1260,770,NA,NA,NA,NA,872,2288,100,105,784,NA,974
ENSG00000122679,RAMP3,protein_coding,NA,1080,894.3333333,0,NA,NA,NA,NA,NA,NA,NA,1384,NA,NA,610,689,NA
ENSG00000161082,CELF5,protein_coding,NA,1081,895,0,NA,NA,NA,NA,NA,NA,NA,895,NA,NA,NA,NA,NA
ENSG00000144711,IQSEC1,protein_coding,NA,1082.5,896.25,0,1665,912,NA,NA,NA,NA,633,375,NA,NA,NA,NA,NA
ENSG00000164985,PSIP1,protein_coding,NA,1082.5,896.25,0,495,NA,NA,NA,NA,NA,391,1810,NA,NA,NA,NA,889
ENSG00000181904,C5orf24,protein_coding,NA,1084,898,0,NA,NA,NA,NA,NA,NA,NA,898,NA,NA,NA,NA,NA
ENSG00000070831,CDC42,protein_coding,NA,1085,898.4545455,0,513,605,490,387,NA,NA,2013,2743,413,592,1016,507,604
ENSG00000115541,HSPE1,protein_coding,NA,1086,899.6666667,0,425,354,436,NA,NA,NA,1117,2082,NA,NA,NA,NA,984
ENSG00000188011,RTP5,protein_coding,NA,1087,899.75,0,1355,NA,NA,NA,NA,NA,NA,1013,NA,NA,1127,104,NA
ENSG00000262814,MRPL12,protein_coding,NA,1088,902.5,0,884,NA,NA,NA,NA,NA,NA,921,NA,NA,NA,NA,NA
ENSG00000100554,ATP6V1D,protein_coding,NA,1089,903,0,403,504,NA,NA,NA,NA,1699,1346,795,NA,NA,NA,671
ENSG00000091129,NRCAM,protein_coding,NA,1090,903.25,0,907,498,NA,NA,NA,NA,552,1656,NA,NA,NA,NA,NA
ENSG00000122545,SEPTIN7,protein_coding,NA,1091,903.8,0,1340,671,281,125,NA,NA,1968,2335,864,NA,440,620,394
ENSG00000115738,ID2,protein_coding,NA,1092.5,904,0,934,NA,NA,NA,NA,NA,NA,874,NA,NA,NA,NA,NA
ENSG00000130558,OLFM1,protein_coding,NA,1092.5,904,0,1067,595,NA,NA,NA,NA,258,1918,NA,NA,NA,NA,682
ENSG00000163346,PBXIP1,protein_coding,NA,1094,904.1428571,0,1352,NA,NA,NA,NA,NA,1597,1849,101,213,776,441,NA
ENSG00000166974,MAPRE2,protein_coding,NA,1095,904.5714286,0,497,871,NA,NA,NA,NA,180,2893,NA,NA,991,491,409
ENSG00000081154,PCNP,protein_coding,NA,1096,906.625,0,1000,853,NA,NA,NA,NA,2227,268,802,NA,812,226,1065
ENSG00000189159,JPT1,protein_coding,NA,1097,907.2,0,1076,1046,NA,NA,NA,NA,355,1167,NA,NA,NA,NA,892
ENSG00000164970,FAM219A,protein_coding,NA,1098,908.3333333,0,581,NA,NA,NA,NA,NA,1629,515,NA,NA,NA,NA,NA
ENSG00000165704,HPRT1,protein_coding,NA,1099,909,0,516,667,NA,NA,NA,NA,1475,978,NA,NA,NA,NA,NA
ENSG00000159176,CSRP1,protein_coding,NA,1100,909.4444444,0,946,485,NA,NA,NA,NA,2124,1746,565,496,947,485,391
ENSG00000170075,GPR37L1,protein_coding,NA,1101.5,910,0,1399,231,NA,NA,NA,NA,2049,1562,292,108,965,866,718
ENSG00000105429,MEGF8,protein_coding,NA,1101.5,910,0,NA,NA,NA,NA,NA,NA,NA,910,NA,NA,NA,NA,NA
ENSG00000091542,ALKBH5,protein_coding,NA,1103,911.3333333,0,432,NA,NA,NA,NA,NA,365,1937,NA,NA,NA,NA,NA
ENSG00000171368,TPPP,protein_coding,NA,1104,912.375,0,576,842,NA,NA,NA,NA,1874,994,NA,612,907,638,856
ENSG00000171222,SCAND1,protein_coding,NA,1105,912.5,0,1239,NA,NA,NA,NA,NA,1103,1020,592,632,889,NA,NA
ENSG00000152556,PFKM,protein_coding,NA,1106,913.6,0,873,997,NA,NA,NA,NA,199,1992,NA,NA,NA,NA,507
ENSG00000116871,MAP7D1,protein_coding,NA,1107,914.3333333,0,1347,773,NA,NA,NA,NA,1366,1734,844,538,772,156,699
ENSG00000132437,DDC,protein_coding,NA,1108,914.5,0,1233,NA,NA,NA,NA,NA,279,1682,NA,NA,464,NA,NA
ENSG00000139737,SLAIN1,protein_coding,NA,1109,914.75,0,1540,NA,NA,NA,NA,NA,576,798,745,NA,NA,NA,NA
ENSG00000116752,BCAS2,protein_coding,NA,1110,915.3333333,0,1296,NA,NA,NA,NA,NA,915,535,NA,NA,NA,NA,NA
ENSG00000178951,ZBTB7A,protein_coding,NA,1111,915.5,0,NA,NA,NA,NA,NA,NA,377,1454,NA,NA,NA,NA,NA
ENSG00000157542,KCNJ6,protein_coding,NA,1112,916,0,NA,NA,NA,NA,NA,NA,NA,916,NA,NA,NA,NA,NA
ENSG00000112695,COX7A2,protein_coding,NA,1113,916.1111111,1,223,1005,100,388,NA,NA,1938,2145,561,NA,1105,NA,780
ENSG00000276293,PIP4K2B,protein_coding,NA,1114,916.3333333,0,2268,158,NA,NA,NA,NA,1508,390,NA,NA,713,NA,461
ENSG00000114942,EEF1B2,protein_coding,NA,1115,916.6666667,0,1172,947,NA,NA,NA,NA,1279,719,850,NA,NA,NA,533
ENSG00000116288,PARK7,protein_coding,NA,1116,916.75,0,1344,1035,316,NA,NA,NA,539,1565,749,NA,910,NA,876
ENSG00000143126,CELSR2,protein_coding,NA,1117,917,0,NA,NA,NA,NA,NA,NA,NA,917,NA,NA,NA,NA,NA
ENSG00000173511,VEGFB,protein_coding,NA,1118,917.8888889,0,2146,484,NA,NA,NA,NA,1842,1338,603,307,321,516,704
ENSG00000160785,SLC25A44,protein_coding,NA,1120,918,0,NA,NA,NA,NA,NA,NA,NA,918,NA,NA,NA,NA,NA
ENSG00000166006,KCNC2,protein_coding,NA,1120,918,0,NA,NA,NA,NA,NA,NA,396,1440,NA,NA,NA,NA,NA
ENSG00000250067,YJEFN3,protein_coding,NA,1120,918,0,NA,NA,NA,NA,NA,NA,637,1199,NA,NA,NA,NA,NA
ENSG00000203485,INF2,protein_coding,NA,1122,918.25,0,NA,NA,NA,NA,NA,NA,NA,1679,NA,550,709,735,NA
ENSG00000184007,PTP4A2,protein_coding,NA,1123,919.375,0,2299,998,NA,NA,NA,NA,357,1377,874,NA,565,338,547
ENSG00000104960,PTOV1,protein_coding,NA,1124,919.875,0,1811,904,NA,NA,NA,NA,629,1342,757,NA,568,743,605
ENSG00000116459,ATP5PB,protein_coding,NA,1125,920.1666667,0,506,657,NA,NA,NA,NA,257,2387,NA,NA,619,NA,1095
ENSG00000166503,HDGFL3,protein_coding,NA,1126,920.25,0,1483,NA,NA,NA,NA,NA,850,406,NA,NA,NA,NA,942
ENSG00000162378,ZYG11B,protein_coding,NA,1127,920.3333333,0,598,NA,NA,NA,NA,NA,928,1235,NA,NA,NA,NA,NA
ENSG00000078328,RBFOX1,protein_coding,NA,1128,920.5,0,622,NA,NA,NA,NA,NA,NA,1219,NA,NA,NA,NA,NA
ENSG00000153815,CMIP,protein_coding,NA,1129,920.875,0,1094,246,NA,NA,NA,NA,790,3502,454,421,NA,167,693
ENSG00000124614,RPS10,protein_coding,NA,1130,921.6666667,0,1686,762,NA,NA,NA,NA,1671,1629,456,588,796,540,167
ENSG00000185565,LSAMP,protein_coding,NA,1131,922.75,0,544,NA,NA,NA,NA,NA,409,2359,NA,NA,NA,NA,379
ENSG00000011454,RABGAP1,protein_coding,NA,1132,923,0,1715,NA,NA,NA,NA,NA,542,512,NA,NA,NA,NA,NA
ENSG00000152332,UHMK1,protein_coding,NA,1133,923.5,1,896,79,NA,NA,NA,NA,900,2147,NA,NA,NA,816,703
ENSG00000172667,ZMAT3,protein_coding,NA,1134,923.6666667,0,459,NA,NA,NA,NA,NA,1175,1137,NA,NA,NA,NA,NA
ENSG00000175203,DCTN2,protein_coding,NA,1135,923.8,0,586,884,NA,NA,NA,NA,645,1521,NA,NA,NA,NA,983
ENSG00000123349,PFDN5,protein_coding,NA,1136,923.8181818,1,1190,619,93,158,NA,NA,1398,3292,568,565,787,670,822
ENSG00000058262,SEC61A1,protein_coding,NA,1137,927.6,0,2059,NA,NA,NA,NA,NA,NA,926,621,NA,677,355,NA
ENSG00000154310,TNIK,protein_coding,NA,1138.5,929,0,NA,NA,NA,NA,NA,NA,929,NA,NA,NA,NA,NA,NA
ENSG00000182985,CADM1,protein_coding,NA,1138.5,929,0,1200,NA,NA,NA,NA,NA,474,1113,NA,NA,NA,NA,NA
ENSG00000108061,SHOC2,protein_coding,NA,1140,930.25,0,1575,NA,NA,NA,NA,NA,NA,1116,280,NA,750,NA,NA
ENSG00000205531,NAP1L4,protein_coding,NA,1141,930.8571429,0,910,NA,NA,NA,NA,NA,828,1994,322,NA,989,376,1097
ENSG00000162595,DIRAS3,protein_coding,NA,1142,931.25,0,423,NA,NA,NA,NA,NA,903,1394,NA,NA,NA,NA,1005
ENSG00000158747,NBL1,protein_coding,NA,1143,931.4,0,1208,NA,NA,NA,NA,NA,935,1055,848,NA,611,NA,NA
ENSG00000135070,ISCA1,protein_coding,NA,1144,932,0,1657,NA,NA,NA,NA,NA,844,649,NA,NA,NA,NA,578
ENSG00000166780,BMERB1,protein_coding,NA,1145,932.6666667,0,427,930,NA,NA,NA,NA,2058,905,NA,NA,786,NA,490
ENSG00000113578,FGF1,protein_coding,NA,1146,934.2857143,0,1248,435,NA,NA,NA,NA,1052,2001,NA,NA,511,646,647
ENSG00000126777,KTN1,protein_coding,NA,1147,934.4,0,1437,839,NA,NA,NA,NA,1352,542,502,NA,NA,NA,NA
ENSG00000101843,PSMD10,protein_coding,NA,1148,935.4,0,1419,817,NA,NA,NA,NA,499,1649,NA,NA,293,NA,NA
ENSG00000125354,SEPTIN6,protein_coding,NA,1149,937,0,NA,NA,NA,NA,NA,NA,NA,937,NA,NA,NA,NA,NA
ENSG00000119801,YPEL5,protein_coding,NA,1150,938.8333333,0,1283,941,NA,NA,NA,NA,1446,939,NA,NA,NA,514,510
ENSG00000065559,MAP2K4,protein_coding,NA,1151,939,0,1969,NA,NA,NA,NA,NA,254,594,NA,NA,NA,NA,NA
ENSG00000186577,SMIM29,protein_coding,NA,1152,939.8333333,0,1717,NA,NA,NA,NA,NA,1161,1667,552,NA,387,155,NA
ENSG00000167642,SPINT2,protein_coding,NA,1153,940,0,1860,NA,NA,NA,NA,NA,360,1075,NA,NA,NA,NA,465
ENSG00000139428,MMAB,protein_coding,NA,1154,941,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,NA,NA
ENSG00000022267,FHL1,protein_coding,NA,1155,942.3333333,0,1489,782,NA,NA,NA,NA,1160,931,NA,NA,996,NA,296
ENSG00000160991,ORAI2,protein_coding,NA,1156,942.5,0,NA,NA,NA,NA,NA,NA,1328,557,NA,NA,NA,NA,NA
ENSG00000155506,LARP1,protein_coding,NA,1157,942.8888889,0,1462,661,NA,NA,NA,NA,1777,2960,203,597,151,191,484
ENSG00000123472,ATPAF1,protein_coding,NA,1158,943.6666667,0,1431,NA,NA,NA,NA,NA,428,972,NA,NA,NA,NA,NA
ENSG00000100836,PABPN1,protein_coding,NA,1159,945,0,NA,NA,NA,NA,NA,NA,NA,945,NA,NA,NA,NA,NA
ENSG00000128656,CHN1,protein_coding,NA,1160,945.1666667,0,1230,563,NA,NA,NA,NA,1231,1474,627,NA,NA,546,NA
ENSG00000116133,DHCR24,protein_coding,NA,1161,945.4545455,1,1576,1018,64,281,NA,NA,1276,3710,555,520,586,625,189
ENSG00000174695,TMEM167A,protein_coding,NA,1162,945.8,0,1177,597,NA,NA,NA,NA,1073,756,NA,NA,1126,NA,NA
ENSG00000197381,ADARB1,protein_coding,NA,1163,946,0,NA,NA,NA,NA,NA,NA,NA,946,NA,NA,NA,NA,NA
ENSG00000105993,DNAJB6,protein_coding,NA,1164,947.4285714,0,511,1027,NA,NA,NA,NA,1598,868,NA,NA,801,828,999
ENSG00000011426,ANLN,protein_coding,NA,1165.5,948,0,NA,NA,NA,NA,NA,NA,905,991,NA,NA,NA,NA,NA
ENSG00000167371,PRRT2,protein_coding,NA,1165.5,948,0,NA,NA,NA,NA,NA,NA,NA,948,NA,NA,NA,NA,NA
ENSG00000178127,NDUFV2,protein_coding,NA,1167,949.6,0,857,857,NA,NA,NA,NA,1033,1267,NA,NA,NA,NA,734
ENSG00000029725,RABEP1,protein_coding,NA,1168.5,951,0,1538,NA,NA,NA,NA,NA,746,569,NA,NA,NA,NA,NA
ENSG00000243678,NME2,protein_coding,NA,1168.5,951,0,587,1042,455,263,NA,NA,1885,1497,NA,NA,NA,NA,928
ENSG00000155980,KIF5A,protein_coding,NA,1170,951.1428571,0,971,826,NA,NA,NA,NA,2225,691,NA,NA,316,704,925
ENSG00000137575,SDCBP,protein_coding,NA,1171,951.5,0,1088,638,NA,NA,NA,NA,1061,2045,419,NA,458,NA,NA
ENSG00000178950,GAK,protein_coding,NA,1172.5,952,0,NA,NA,NA,NA,NA,NA,NA,952,NA,NA,NA,NA,NA
ENSG00000165525,NEMF,protein_coding,NA,1172.5,952,0,490,NA,NA,NA,NA,NA,NA,1414,NA,NA,NA,NA,NA
ENSG00000197063,MAFG,protein_coding,NA,1174,953,0,NA,NA,NA,NA,NA,NA,NA,1355,551,NA,NA,NA,NA
ENSG00000168036,CTNNB1,protein_coding,NA,1175,953.5,0,664,1016,NA,NA,NA,NA,1339,1644,265,NA,1110,687,903
ENSG00000159199,ATP5MC1,protein_coding,NA,1176,954.5,0,1879,726,NA,NA,NA,NA,541,672,NA,NA,NA,NA,NA
ENSG00000162368,CMPK1,protein_coding,NA,1177,955.1666667,0,1196,635,NA,NA,NA,NA,1616,1129,NA,NA,667,488,NA
ENSG00000175899,A2M,protein_coding,NA,1178,955.4285714,0,716,NA,NA,NA,NA,NA,677,2528,649,344,715,NA,1059
ENSG00000187109,NAP1L1,protein_coding,NA,1179,956,0,898,217,NA,NA,NA,NA,262,3312,871,624,746,767,907
ENSG00000135404,CD63,protein_coding,NA,1180,956.1,0,1217,898,250,NA,NA,NA,1984,3123,164,407,522,731,265
ENSG00000125166,GOT2,protein_coding,NA,1181,956.3333333,0,860,NA,NA,NA,NA,NA,884,1125,NA,NA,NA,NA,NA
ENSG00000125648,SLC25A23,protein_coding,NA,1182,956.6666667,0,1040,NA,NA,NA,NA,NA,618,1569,NA,NA,1060,819,634
ENSG00000130638,ATXN10,protein_coding,NA,1183,958.4285714,0,474,423,NA,NA,NA,NA,2055,1343,NA,NA,982,470,962
ENSG00000105583,WDR83OS,protein_coding,NA,1184,959.25,0,694,NA,NA,NA,NA,NA,1379,693,NA,NA,1071,NA,NA
ENSG00000106682,EIF4H,protein_coding,NA,1185,959.5,0,392,893,NA,NA,NA,NA,1465,1922,NA,NA,560,NA,525
ENSG00000119632,IFI27L2,protein_coding,NA,1186,960.1666667,0,748,1024,NA,NA,NA,NA,1145,830,NA,NA,944,NA,1070
ENSG00000059804,SLC2A3,protein_coding,NA,1187,961.2,0,1321,NA,NA,NA,NA,NA,NA,2233,273,297,NA,682,NA
ENSG00000140943,MBTPS1,protein_coding,NA,1188,963,0,NA,NA,NA,NA,NA,NA,963,NA,NA,NA,NA,NA,NA
ENSG00000196405,EVL,protein_coding,NA,1189,963.125,0,1159,470,NA,NA,NA,NA,970,2067,833,NA,1007,579,620
ENSG00000138814,PPP3CA,protein_coding,NA,1190,963.25,0,492,NA,NA,NA,NA,NA,1780,581,NA,NA,NA,NA,1000
ENSG00000111371,SLC38A1,protein_coding,NA,1191,964.4,0,2232,NA,NA,NA,NA,NA,1524,674,136,256,NA,NA,NA
ENSG00000143248,RGS5,protein_coding,NA,1192.5,965,0,NA,NA,NA,NA,NA,NA,901,955,865,NA,1139,NA,NA
ENSG00000182916,TCEAL7,protein_coding,NA,1192.5,965,0,1864,959,NA,NA,NA,NA,729,308,NA,NA,NA,NA,NA
ENSG00000140280,LYSMD2,protein_coding,NA,1194,965.3333333,0,935,NA,NA,NA,NA,NA,1500,461,NA,NA,NA,NA,NA
ENSG00000101084,RAB5IF,protein_coding,NA,1195,967.3333333,0,609,NA,NA,NA,NA,NA,1133,1160,NA,NA,NA,NA,NA
ENSG00000023228,NDUFS1,protein_coding,NA,1196,967.5,0,1916,NA,NA,NA,NA,NA,540,801,NA,NA,NA,NA,613
ENSG00000211460,TSN,protein_coding,NA,1197,967.6666667,0,467,NA,NA,NA,NA,NA,893,1543,NA,NA,NA,NA,NA
ENSG00000115540,MOB4,protein_coding,NA,1198,968,0,956,NA,NA,NA,NA,NA,NA,980,NA,NA,NA,NA,NA
ENSG00000160710,ADAR,protein_coding,NA,1199,968.5,0,1032,330,NA,NA,NA,NA,466,2713,723,NA,733,780,971
ENSG00000134121,CHL1,protein_coding,NA,1200,968.6,0,2280,825,NA,NA,NA,NA,725,368,NA,NA,NA,NA,645
ENSG00000164402,SEPTIN8,protein_coding,NA,1201,969.5714286,0,1292,693,NA,NA,NA,NA,1795,1084,NA,NA,933,482,508
ENSG00000138069,RAB1A,protein_coding,NA,1202,970,0,397,228,NA,NA,NA,NA,1163,2853,835,NA,1010,NA,304
ENSG00000198478,SH3BGRL2,protein_coding,NA,1203,970.3333333,0,1447,NA,NA,NA,NA,NA,707,757,NA,NA,NA,NA,NA
ENSG00000164124,TMEM144,protein_coding,NA,1204,970.6666667,0,1844,NA,NA,NA,NA,NA,431,637,NA,NA,NA,NA,NA
ENSG00000116679,IVNS1ABP,protein_coding,NA,1205,971,0,NA,NA,NA,NA,NA,NA,NA,971,NA,NA,NA,NA,NA
ENSG00000164176,EDIL3,protein_coding,NA,1206,973.1111111,0,2145,399,NA,NA,NA,NA,1402,1965,234,569,1019,557,468
ENSG00000130956,HABP4,protein_coding,NA,1207,973.8,0,1134,781,NA,NA,NA,NA,1705,802,NA,NA,NA,NA,447
ENSG00000107372,ZFAND5,protein_coding,NA,1208,974.125,0,294,1051,NA,NA,NA,NA,2172,1603,276,NA,1140,512,745
ENSG00000090097,PCBP4,protein_coding,NA,1209,975,0,NA,NA,NA,NA,NA,NA,NA,975,NA,NA,NA,NA,NA
ENSG00000036530,CYP46A1,protein_coding,NA,1210,976,0,NA,NA,NA,NA,NA,NA,NA,976,NA,NA,NA,NA,NA
ENSG00000010282,HHATL,protein_coding,NA,1211,978,0,NA,NA,NA,NA,NA,NA,518,1438,NA,NA,NA,NA,NA
ENSG00000128872,TMOD2,protein_coding,NA,1212,978.25,0,756,270,NA,NA,NA,NA,2087,800,NA,NA,NA,NA,NA
ENSG00000092621,PHGDH,protein_coding,NA,1213,979.5,0,806,NA,NA,NA,NA,NA,NA,1153,NA,NA,NA,NA,NA
ENSG00000135924,DNAJB2,protein_coding,NA,1214,980.375,0,1170,945,NA,NA,NA,NA,1628,1206,379,NA,961,768,786
ENSG00000175352,NRIP3,protein_coding,NA,1215,980.6,0,2033,NA,NA,NA,NA,NA,1327,1024,NA,NA,152,367,NA
ENSG00000075785,RAB7A,protein_coding,NA,1216,981.25,0,1014,910,NA,NA,NA,NA,1731,1316,573,NA,618,754,934
ENSG00000082014,SMARCD3,protein_coding,NA,1217,982,0,NA,NA,NA,NA,NA,NA,182,1782,NA,NA,NA,NA,NA
ENSG00000120437,ACAT2,protein_coding,NA,1218,983.3333333,0,466,NA,NA,NA,NA,NA,969,1515,NA,NA,NA,NA,NA
ENSG00000157064,NMNAT2,protein_coding,NA,1219,983.6666667,0,1273,NA,NA,NA,NA,NA,430,1248,NA,NA,NA,NA,NA
ENSG00000186687,LYRM7,protein_coding,NA,1220,984,0,NA,NA,NA,NA,NA,NA,NA,984,NA,NA,NA,NA,NA
ENSG00000092820,EZR,protein_coding,NA,1221,984.5,0,NA,NA,NA,NA,NA,NA,787,1182,NA,NA,NA,NA,NA
ENSG00000138279,ANXA7,protein_coding,NA,1222,985,0,1353,NA,NA,NA,NA,NA,NA,617,NA,NA,NA,NA,NA
ENSG00000107223,EDF1,protein_coding,NA,1223,986.2,0,1752,754,507,NA,NA,NA,2121,1688,690,395,563,691,701
ENSG00000090861,AARS,protein_coding,NA,1224,986.25,0,878,677,NA,NA,NA,NA,1881,509,NA,NA,NA,NA,NA
ENSG00000196531,NACA,protein_coding,NA,1225,986.625,0,891,458,NA,NA,NA,NA,1981,1950,724,437,552,NA,900
ENSG00000134769,DTNA,protein_coding,NA,1226,987,1,1085,1045,NA,NA,NA,NA,1285,2310,78,119,NA,NA,NA
ENSG00000126934,MAP2K2,protein_coding,NA,1227,987.3333333,0,1460,969,NA,NA,NA,NA,1633,1964,564,354,324,542,1076
ENSG00000136238,RAC1,protein_coding,NA,1228,988.4,0,1975,647,145,NA,NA,NA,1844,2065,842,495,670,612,589
ENSG00000169764,UGP2,protein_coding,NA,1229,988.8,0,479,963,NA,NA,NA,NA,1248,1224,NA,NA,NA,NA,1030
ENSG00000166073,GPR176,protein_coding,NA,1230,989,0,NA,NA,NA,NA,NA,NA,NA,989,NA,NA,NA,NA,NA
ENSG00000168297,PXK,protein_coding,NA,1231.5,990,0,NA,NA,NA,NA,NA,NA,NA,990,NA,NA,NA,NA,NA
ENSG00000137216,TMEM63B,protein_coding,NA,1231.5,990,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,NA
ENSG00000174238,PITPNA,protein_coding,NA,1233,990.3333333,0,740,NA,NA,NA,NA,NA,472,1759,NA,NA,NA,NA,NA
ENSG00000214253,FIS1,protein_coding,NA,1234,990.4444444,0,1945,713,278,NA,NA,NA,740,2489,465,NA,971,681,632
ENSG00000121653,MAPK8IP1,protein_coding,NA,1235,991.125,0,1061,NA,NA,NA,NA,NA,2094,1251,743,248,732,811,989
ENSG00000241685,ARPC1A,protein_coding,NA,1236,991.6,0,2063,662,NA,NA,NA,NA,993,432,NA,NA,808,NA,NA
ENSG00000125967,NECAB3,protein_coding,NA,1237,992,0,NA,NA,NA,NA,NA,NA,NA,992,NA,NA,NA,NA,NA
ENSG00000105254,TBCB,protein_coding,NA,1238,992.9,0,1476,249,453,113,NA,NA,2046,2822,681,NA,609,750,730
ENSG00000121742,GJB6,protein_coding,NA,1239,993,0,NA,NA,NA,NA,NA,NA,713,1273,NA,NA,NA,NA,NA
ENSG00000204681,GABBR1,protein_coding,NA,1240,993.6666667,0,1738,940,NA,NA,NA,NA,1322,444,NA,NA,573,NA,945
ENSG00000115694,STK25,protein_coding,NA,1241,995,0,1426,985,NA,NA,NA,NA,NA,919,NA,NA,805,840,NA
ENSG00000256045,MTRNR2L10,protein_coding,NA,1242,995.375,0,1542,961,NA,NA,NA,NA,2031,460,888,482,802,797,NA
ENSG00000135624,CCT7,protein_coding,NA,1243.5,996,0,1443,NA,NA,NA,NA,NA,610,1563,NA,NA,NA,NA,368
ENSG00000110717,NDUFS8,protein_coding,NA,1243.5,996,0,1041,NA,NA,NA,NA,NA,759,1211,NA,NA,NA,NA,973
ENSG00000065000,AP3D1,protein_coding,NA,1245,996.25,0,1384,NA,NA,NA,NA,NA,691,1244,NA,NA,666,NA,NA
ENSG00000124702,KLHDC3,protein_coding,NA,1246,997.2,0,1800,NA,NA,NA,NA,NA,976,280,NA,NA,1103,NA,827
ENSG00000116983,HPCAL4,protein_coding,NA,1247,997.6,0,734,NA,NA,NA,NA,NA,1151,1853,NA,NA,506,744,NA
ENSG00000175426,PCSK1,protein_coding,NA,1248,997.8,0,1448,NA,NA,NA,NA,NA,1401,1307,708,NA,NA,NA,125
ENSG00000108439,PNPO,protein_coding,NA,1249,998,0,NA,NA,NA,NA,NA,NA,1083,913,NA,NA,NA,NA,NA
ENSG00000167978,SRRM2,protein_coding,NA,1250,999,0,NA,NA,NA,NA,NA,NA,NA,1079,NA,NA,NA,NA,919
ENSG00000149084,HSD17B12,protein_coding,NA,1251,1000,0,1455,NA,NA,NA,NA,NA,768,1134,NA,NA,NA,NA,643
ENSG00000204525,HLA-C,protein_coding,NA,1252,1001.125,0,724,994,NA,NA,NA,NA,1963,1512,668,358,1063,727,NA
ENSG00000274070,CASTOR2,protein_coding,NA,1253.5,1002,0,NA,NA,NA,NA,NA,NA,1054,950,NA,NA,NA,NA,NA
ENSG00000105518,TMEM205,protein_coding,NA,1253.5,1002,0,1639,NA,NA,NA,NA,NA,458,1103,NA,NA,NA,NA,808
ENSG00000107331,ABCA2,protein_coding,NA,1255,1002.5,0,1522,NA,NA,NA,NA,NA,580,1738,504,NA,1136,NA,535
ENSG00000135919,SERPINE2,protein_coding,NA,1256,1002.666667,0,1223,344,NA,NA,NA,NA,210,2834,NA,NA,1123,NA,282
ENSG00000114867,EIF4G1,protein_coding,NA,1257,1003,0,NA,NA,NA,NA,NA,NA,NA,1003,NA,NA,NA,NA,NA
ENSG00000177108,ZDHHC22,protein_coding,NA,1258,1004,0,NA,NA,NA,NA,NA,NA,NA,1004,NA,NA,NA,NA,NA
ENSG00000286214,AUXG01000058.1,lncRNA,NA,1259,1004.4,0,249,NA,NA,NA,NA,NA,1730,1026,NA,NA,977,NA,1040
ENSG00000075142,SRI,protein_coding,NA,1260,1005.125,0,613,975,NA,NA,NA,NA,1487,2549,827,NA,603,610,377
ENSG00000180304,OAZ2,protein_coding,NA,1261,1005.166667,0,2061,927,NA,NA,NA,NA,1032,1139,NA,NA,NA,566,306
ENSG00000103502,CDIPT,protein_coding,NA,1262,1006.4,0,2186,717,NA,NA,NA,NA,NA,770,NA,NA,NA,697,662
ENSG00000157103,SLC6A1,protein_coding,NA,1263,1007.2,0,1265,517,NA,NA,NA,NA,1306,884,NA,NA,NA,NA,1064
ENSG00000079950,STX7,protein_coding,NA,1264.5,1008,0,1168,NA,NA,NA,NA,NA,NA,848,NA,NA,NA,NA,NA
ENSG00000124126,PREX1,protein_coding,NA,1264.5,1008,0,NA,NA,NA,NA,NA,NA,NA,1008,NA,NA,NA,NA,NA
ENSG00000178952,TUFM,protein_coding,NA,1266,1008.428571,0,1551,316,NA,NA,NA,NA,1965,1179,NA,NA,517,536,995
ENSG00000103257,SLC7A5,protein_coding,NA,1267,1008.6,0,NA,NA,NA,NA,NA,NA,NA,2710,270,415,886,762,NA
ENSG00000102531,FNDC3A,protein_coding,NA,1268.5,1009,0,NA,NA,NA,NA,NA,NA,NA,1009,NA,NA,NA,NA,NA
ENSG00000078804,TP53INP2,protein_coding,NA,1268.5,1009,0,2263,1044,NA,NA,NA,NA,288,1151,776,NA,791,NA,750
ENSG00000099817,POLR2E,protein_coding,NA,1270,1010.5,0,744,NA,NA,NA,NA,NA,2195,641,NA,NA,NA,NA,462
ENSG00000160678,S100A1,protein_coding,NA,1271,1011.333333,0,1668,NA,287,NA,NA,NA,1574,1637,429,NA,473,NA,NA
ENSG00000077549,CAPZB,protein_coding,NA,1272,1012.25,0,998,730,NA,NA,NA,NA,1224,3045,697,NA,439,456,509
ENSG00000084710,EFR3B,protein_coding,NA,1273.5,1013,1,2226,978,NA,NA,NA,NA,1212,1291,NA,NA,344,27,NA
